ID,SPECIES_CODE,SPECIES_NAME,CURRENT_SPECIES_NAME,POPULATION,PREFERRED_COMMON_NAMES,PROJECT_CODE,OBSERVATION_FOREIGN_ID,GDA94_ZONE_55_EASTINGNORTHING,LONGITUDE,LATITUDE,EASTING,NORTHING,POSITION_ACCURACY,LOCATION_DESC,OBSERVER_NAMES,OBSERVATION_DATE,DATE_ACCURACY,OBSERVATION_TYPE,OBSERVATION_TYPE_QUALIFIER,OBSERVATION_STATE,OBSERVATION_STATE_QUALIFIER,RECORD_STATUS,NOTES,PRIMARY_IDENTIFIER
692095,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,raou,raou:raou:61022/7,POINT (589007 5285050),148.08467,-42.58183,589007,5285050,18500,,Unknown Unknown (23130),09-Apr-1979,Unknown,Sighting,,Present,,Accepted,,
732291,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,raou,raou:raou:94730/41,POINT (589007 5285050),148.08467,-42.58183,589007,5285050,18500,,Unknown Unknown (23130),31-Jan-1981,Unknown,Sighting,,Present,,Accepted,,
732439,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,raou,raou:raou:94736/21,POINT (588770 5266544),148.08467,-42.74849,588770,5266544,18500,,Unknown Unknown (23130),09-Dec-1980,Unknown,Sighting,,Present,,Accepted,,
737349,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,raou,raou:raou:94594/60,POINT (589007 5285050),148.08467,-42.58183,589007,5285050,18500,,Unknown Unknown (23130),08-Dec-1980,Unknown,Sighting,,Present,,Accepted,,
740582,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,raou,raou:raou:94732/56,POINT (589007 5285050),148.08467,-42.58183,589007,5285050,18500,,Unknown Unknown (23130),31-Dec-1980,Unknown,Sighting,,Present,,Accepted,,
740704,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,raou,raou:raou:94742/27,POINT (588770 5266544),148.08467,-42.74849,588770,5266544,18500,,Unknown Unknown (23130),08-Dec-1980,Unknown,Sighting,,Present,,Accepted,,
740820,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,raou,raou:raou:94752/55,POINT (589007 5285050),148.08467,-42.58183,589007,5285050,18500,,Unknown Unknown (23130),07-Dec-1980,Unknown,Sighting,,Present,,Accepted,,
740865,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,raou,raou:raou:94774/16,POINT (588770 5266544),148.08467,-42.74849,588770,5266544,18500,,Unknown Unknown (23130),11-Dec-1980,Unknown,Sighting,,Present,,Accepted,,
900556,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,tpo,tpo:tpo:7235/3,POINT (588818 5270245),148.08468,-42.71516,588818,5270245,1850,,C Riley (4498),29-Mar-1977,Unknown,Sighting,,Present,,Accepted,,
1378536,2008-00322,Ardenna tenuirostris,,,short-tailed shearwater,shecol,,POINT (582756 5276295),148.00978,-42.66136,582756,5276295,1000,"Maria Island, Point Lesueur","David Pemberton (18632),Nigel Brothers (21443),Irynej Skira (27268)",01-Jan-1995,Year,Colony,,Present,,Accepted,,
1378567,2008-00322,Ardenna tenuirostris,,,short-tailed shearwater,shecol,,"POLYGON ((589020 5269677, 589012 5269696, 588989 5269704, 588968 5269....",,,,,1000,"Maria Island, No Good Bay","David Pemberton (18632),Nigel Brothers (21443),Irynej Skira (27268)",01-Jan-1995,Year,Colony,,Present,,Accepted,,
1378620,2008-00322,Ardenna tenuirostris,,,short-tailed shearwater,shecol,,POINT (591525 5275987),148.1168,-42.66314,591525,5275987,1000,"Maria Island, Whalers Cove","David Pemberton (18632),Nigel Brothers (21443),Irynej Skira (27268)",01-Jan-1995,Year,Colony,,Present,,Accepted,,
1378681,2008-00322,Ardenna tenuirostris,,,short-tailed shearwater,shecol,,"POLYGON ((587807 5287342, 587766 5287330, 587757 5287266, 587773 5287....",,,,,1000,Ile du Nord,"David Pemberton (18632),Nigel Brothers (21443),Irynej Skira (27268)",01-Jan-1995,Year,Colony,,Present,,Accepted,,
1383306,2008-00322,Ardenna tenuirostris,,,short-tailed shearwater,dpiw-fauna,,POINT (587847 5287130),148.07021,-42.56324,587847,5287130,10,Maria id,Vince Scoleri (28593),01-Jan-2013,Month,Sighting,,Present,,Accepted,,
1384531,2008-00322,Ardenna tenuirostris,,,short-tailed shearwater,shecol,,POINT (586713 5287181),148.05639,-42.56291,586713,5287181,500,Ile du Nord,Unknown Unknown (23130),19-Dec-1983,Day,Breeding Colony,,Present,,Accepted,,
1434670,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,Maria_Is_FCS-12,POINT (582913 5276340),148.01168,-42.66094,582913,5276340,300,"Point Leseuer, Maria Island","Vince Scoleri (28593),Jenny Lewis (29213),Peter Vertigan (29333)",02-Dec-2014,Week,Breeding Colony,,Present,,Accepted,,
1434671,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,Maria_Is_FCS-13,POINT (582913 5276340),148.01168,-42.66094,582913,5276340,300,"Point Leseuer, Maria Island","Vince Scoleri (28593),Jenny Lewis (29213),Peter Vertigan (29333)",04-Mar-2014,Week,Breeding Colony,,Present,,Accepted,,
1434672,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,Maria_Is_FCS-14,POINT (582913 5276340),148.01168,-42.66094,582913,5276340,300,"Point Leseuer, Maria Island","Vince Scoleri (28593),Jenny Lewis (29213),Peter Vertigan (29333)",16-Apr-2014,Week,Breeding Colony,,Present,,Accepted,,
1434673,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,Maria_Is_FCS-15,POINT (582913 5276340),148.01168,-42.66094,582913,5276340,300,"Point Leseuer, Maria Island","Vince Scoleri (28593),Jenny Lewis (29213),Peter Vertigan (29333)",01-May-2014,Week,Breeding Colony,,Present,,Accepted,,
1434674,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,Maria_Is_FCS-16,POINT (587702 5287207),148.06843,-42.56256,587702,5287207,300,Ill Du Nord,"Vince Scoleri (28593),Jenny Lewis (29213),Peter Vertigan (29333)",03-Dec-2014,Week,Breeding Colony,,Present,,Accepted,,
1434675,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,Maria_Is_FCS-17,POINT (587702 5287207),148.06843,-42.56256,587702,5287207,300,Ill Du Nord,"Vince Scoleri (28593),Jenny Lewis (29213),Peter Vertigan (29333)",06-Mar-2014,Week,Breeding Colony,,Present,,Accepted,,
1434676,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,Maria_Is_FCS-18,POINT (587702 5287207),148.06843,-42.56256,587702,5287207,300,Ill Du Nord,"Vince Scoleri (28593),Jenny Lewis (29213),Peter Vertigan (29333)",19-Apr-2014,Week,Breeding Colony,,Present,,Accepted,,
1434677,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,Maria_Is_FCS-19,POINT (587702 5287207),148.06843,-42.56256,587702,5287207,300,Ill Du Nord,"Vince Scoleri (28593),Jenny Lewis (29213),Peter Vertigan (29333)",03-May-2014,Week,Breeding Colony,,Present,,Accepted,,
1455950,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (583045 5276343),148.01329,-42.6609,583045,5276343,400,,Vince Scoleri (28593),10-Dec-2014,Week,Colony,,Present,,Accepted,,
1455951,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (583045 5276343),148.01329,-42.6609,583045,5276343,400,,Vince Scoleri (28593),22-Apr-2015,Week,Colony,,Present,,Accepted,,
1455952,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (587707 5287217),148.06849,-42.56247,587707,5287217,300,,Vince Scoleri (28593),11-Dec-2014,Week,Colony,,Present,,Accepted,,
1455953,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (587707 5287217),148.06849,-42.56247,587707,5287217,300,,Vince Scoleri (28593),23-Apr-2015,Week,Colony,,Present,,Accepted,,
1496477,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (588911 5269720),148.0859,-42.71988,588911,5269720,500,No Good Bay,Vince Scoleri (28593),22-Feb-2016,3 Months,Camera Trap,,Present,,Accepted,,
1496482,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (583045 5276343),148.01329,-42.6609,583045,5276343,500,,Vince Scoleri (28593),10-Dec-2015,Week,Breeding Colony,,Present,,Accepted,,
1496483,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (587707 5287217),148.06849,-42.56247,587707,5287217,500,,Vince Scoleri (28593),11-Dec-2015,Week,Breeding Colony,,Present,,Accepted,,
1496484,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (582913 5276340),148.01169,-42.66094,582913,5276340,500,Pt Leseuer,Vince Scoleri (28593),23-Apr-2016,Week,Breeding Colony,,Present,,Accepted,,
1496485,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (587702 5287207),148.06843,-42.56256,587702,5287207,500,Ile Du Nord,Vince Scoleri (28593),22-Dec-2015,Week,Breeding Colony,,Present,,Accepted,,
1496486,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (588911 5269270),148.08597,-42.72393,588911,5269270,500,No Good Bay,Vince Scoleri (28593),23-Dec-2015,Week,Breeding Colony,,Present,,Accepted,,
1496488,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (588911 5269720),148.0859,-42.71988,588911,5269720,500,No Good Bay,Vince Scoleri (28593),15-Dec-2015,3 Months,Camera Trap,,Present,,Accepted,,
1496493,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (582940 5276310),148.01202,-42.66121,582940,5276310,500,Pt Leseuer,Vince Scoleri (28593),18-Feb-2015,3 Months,Camera Trap,,Present,,Accepted,,
1496506,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (582940 5276310),148.01202,-42.66121,582940,5276310,500,Pt Leseuer,Vince Scoleri (28593),23-Feb-2016,3 Months,Camera Trap,,Present,,Accepted,,
1496519,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (582913 5276340),148.01169,-42.66094,582913,5276340,500,Pt Leseuer,Vince Scoleri (28593),21-Dec-2015,Week,Breeding Colony,,Present,,Accepted,,
1496520,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (587702 5287207),148.06843,-42.56256,587702,5287207,500,Ile Du Nord,Vince Scoleri (28593),24-Apr-2016,Week,Breeding Colony,,Present,,Accepted,,
1496521,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (588911 5269270),148.08597,-42.72393,588911,5269270,500,No Good Bay,Vince Scoleri (28593),22-Apr-2016,Week,Breeding Colony,,Present,,Accepted,,
1496533,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,mifcs,,POINT (587847 5287130),148.07021,-42.56324,587847,5287130,400,Ile Du Nord,Vince Scoleri (28593),08-Mar-2013,3 Months,Camera Trap,,Present,,Accepted,,
3030775,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7081,POINT (595787 5286641),148.16701,-42.5667,595787,5286641,2000,South east Australia,Unknown Unknown (23130),28-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3030836,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7294,POINT (597100 5286622),148.183,-42.5667,597100,5286622,2000,South east Australia,Unknown Unknown (23130),30-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3036787,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-18108,POINT (583497 5288654),148.017,-42.55,583497,5288654,2000,South east Australia,Unknown Unknown (23130),21-Jan-1989,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3036957,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7281,POINT (597126 5288477),148.183,-42.55,597126,5288477,2000,South east Australia,Unknown Unknown (23130),30-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3043754,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7054,POINT (595608 5273693),148.16701,-42.6833,595608,5273693,2000,South east Australia,Unknown Unknown (23130),28-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3058334,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-18115,POINT (583497 5288654),148.017,-42.55,583497,5288654,2000,South east Australia,Unknown Unknown (23130),21-Jan-1989,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3060729,2008-00322,Ardenna tenuirostris,,,short-tailed shearwater,dr359,,POINT (587577 5276171),148.0686,-42.66194,587577,5276171,100,Maria Island Bird Walk,Unknown Unknown (23130),11-Nov-2009,Day,Not Recorded,,Present,,Accepted,,
3070936,2008-00322,Ardenna tenuirostris,,,short-tailed shearwater,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS381277677,POINT (595262 5285008),148.16089,-42.58146,595262,5285008,-1,E. of Maria Island,S28157427 eBird - Traveling Count (42758),07-Mar-2016,Day,Not Recorded,,Present,,Accepted,,
3074394,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7064,POINT (595583 5271839),148.16701,-42.7,595583,5271839,2000,South east Australia,Unknown Unknown (23130),28-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3080166,2008-00322,Ardenna tenuirostris,,,short-tailed shearwater,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS276162351,POINT (588360 5278204),148.07785,-42.64355,588360,5278204,-1,Maria Island National Park,Ryan Steiner (41510),13-Oct-2014,Day,Not Recorded,,Present,,Accepted,,
3098475,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-18114,POINT (583497 5288654),148.017,-42.55,583497,5288654,2000,South east Australia,Unknown Unknown (23130),21-Jan-1989,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3107318,2008-00322,Ardenna tenuirostris,,,short-tailed shearwater,dr359,,POINT (586707 5284781),148.05669,-42.58452,586707,5284781,100,"Painted Cliff Walk, Maria Island National Park",Unknown Unknown (23130),13-Oct-2000,Day,Not Recorded,,Present,,Accepted,,
3121047,2008-00322,Ardenna tenuirostris,,,short-tailed shearwater,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS279536325,POINT (588360 5278204),148.07785,-42.64355,588360,5278204,-1,Maria Island National Park,Tony Palliser (46041),26-Dec-1983,Day,Not Recorded,,Present,,Accepted,,
3126621,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7280,POINT (597126 5288477),148.183,-42.55,597126,5288477,2000,South east Australia,Unknown Unknown (23130),30-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3132509,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7265,POINT (595787 5286641),148.16701,-42.5667,595787,5286641,2000,South east Australia,Unknown Unknown (23130),30-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3136480,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7292,POINT (597100 5286622),148.183,-42.5667,597100,5286622,2000,South east Australia,Unknown Unknown (23130),30-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3138647,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7063,POINT (595583 5271839),148.16701,-42.7,595583,5271839,2000,South east Australia,Unknown Unknown (23130),28-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3146864,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7066,POINT (595583 5271839),148.16701,-42.7,595583,5271839,2000,South east Australia,Unknown Unknown (23130),28-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3152203,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7068,POINT (595583 5271839),148.16701,-42.7,595583,5271839,2000,South east Australia,Unknown Unknown (23130),28-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3157060,2008-00322,Ardenna tenuirostris,,,short-tailed shearwater,dr359,,POINT (587577 5276171),148.0686,-42.66194,587577,5276171,100,Maria Island Bird Walk,Unknown Unknown (23130),23-Nov-2009,Day,Not Recorded,,Present,,Accepted,,
3174564,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7293,POINT (597100 5286622),148.183,-42.5667,597100,5286622,2000,South east Australia,Unknown Unknown (23130),30-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3175811,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-18119,POINT (583497 5288654),148.017,-42.55,583497,5288654,2000,South east Australia,Unknown Unknown (23130),21-Jan-1989,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3182461,2008-00322,Ardenna tenuirostris,,,short-tailed shearwater,dr2009,URN:CornellLabOfOrnithology:EBIRD:OBS276162640,POINT (588360 5278204),148.07785,-42.64355,588360,5278204,-1,Maria Island National Park,Ryan Steiner (41510),12-Oct-2014,Day,Not Recorded,,Present,,Accepted,,
3183410,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7053,POINT (595608 5273693),148.16701,-42.6833,595608,5273693,2000,South east Australia,Unknown Unknown (23130),28-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3188655,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-18111,POINT (583497 5288654),148.017,-42.55,583497,5288654,2000,South east Australia,Unknown Unknown (23130),21-Jan-1989,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3204336,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-18107,POINT (583497 5288654),148.017,-42.55,583497,5288654,2000,South east Australia,Unknown Unknown (23130),21-Jan-1989,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3214055,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7039,POINT (595660 5277391),148.16701,-42.65,595660,5277391,2000,South east Australia,Unknown Unknown (23130),28-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3215366,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7079,POINT (595787 5286641),148.16701,-42.5667,595787,5286641,2000,South east Australia,Unknown Unknown (23130),28-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3215467,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7264,POINT (595787 5286641),148.16701,-42.5667,595787,5286641,2000,South east Australia,Unknown Unknown (23130),30-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
3218441,B76-00593,Puffinus tenuirostris,Ardenna tenuirostris,,short-tailed shearwater,dr7452,BT-68-7067,POINT (595583 5271839),148.16701,-42.7,595583,5271839,2000,South east Australia,Unknown Unknown (23130),28-Mar-1985,Day,Not Recorded,,Present,,Accepted,"Data from Reid, T.A., Hindell, M.A., Eades, D.W. and Newman, M. 2002 Seabird Atlas of South-eastern Australian Waters, Birds Australia Monograph 4, Birds Australia, Melbourne",
